account_id,customer_id,product_id,agent_id,total_balance,overdue_balance,dpd,aging_bucket,assignment_date,status,target_amount
ACC00572,C0108,P002,A006,20028.72,8790.18,90,61-90,2024-09-28,Promise to Pay,5009.36
ACC00573,C0552,P005,A004,20093.46,13195.19,79,61-90,2025-03-26,Active,6650.82
ACC00574,C0581,P003,A002,13430.33,5133.07,49,31-60,2024-02-20,Active,2916.7
ACC00575,C0740,P005,A003,39161.78,38974.42,22,1-30,2024-09-09,Promise to Pay,16715.89
ACC00576,C0712,P001,A006,4391.01,3137.33,16,1-30,2024-03-04,Active,1749.39
ACC00577,C0771,P005,A007,12803.37,12525.25,11,1-30,2024-05-08,Active,6858.34
ACC00578,C0336,P003,A010,880.08,107.63,16,1-30,2025-08-09,Active,30.3
ACC00579,C0544,P005,A005,46065.17,46008.79,10,1-30,2024-10-07,Legal,29645.12
ACC00580,C0571,P005,A007,2975.12,2410.62,44,31-60,2024-09-25,Active,1668.43
ACC00581,C0954,P003,A006,24756.45,12348.18,42,31-60,2025-07-04,Legal,6701.68
ACC00582,C0802,P003,A006,39172.35,32306.93,145,121+,2024-01-30,Active,11162.37
ACC00583,C0802,P003,A005,19372.39,4217.86,119,91-120,2024-07-07,Legal,1695.18
ACC00584,C0297,P001,A002,30380.7,12526.6,41,31-60,2024-02-24,Active,9509.56
ACC00585,C0436,P002,A003,15058.56,14560.89,5,1-30,2025-04-07,Active,10612.16
ACC00586,C0711,P004,A005,16142.26,2592.43,55,31-60,2024-01-29,Active,793.61
ACC00587,C0727,P001,A002,25416.34,24422.33,58,31-60,2025-06-30,Legal,14254.11
ACC00588,C0062,P001,A009,29646.09,29165.25,16,1-30,2025-05-07,Promise to Pay,23185.85
ACC00589,C0131,P002,A002,44182.69,18668.44,20,1-30,2024-01-14,Write-off Candidate,6793.79
ACC00590,C0139,P004,A005,40693.46,6857.89,111,91-120,2024-04-23,Write-off Candidate,1591.6
ACC00591,C0542,P003,A004,24196.73,7384.32,89,61-90,2024-12-20,Promise to Pay,4708.96
ACC00592,C0888,P005,A001,48698.29,32725.36,42,31-60,2025-01-12,Write-off Candidate,25159.02
ACC00593,C0180,P003,A003,34888.45,10791.16,18,1-30,2024-11-28,Legal,4502.26
ACC00594,C0771,P003,A001,13096.0,9004.01,14,1-30,2024-10-19,Promise to Pay,3629.73
ACC00595,C0150,P002,A002,8131.11,6030.3,7,1-30,2025-04-03,Active,3149.99
ACC00596,C0784,P004,A010,22812.13,20783.07,63,61-90,2025-02-11,Legal,7185.49
ACC00597,C0301,P002,A008,43446.69,26049.76,7,1-30,2025-01-23,Promise to Pay,18020.93
ACC00598,C0920,P004,A006,27373.65,22475.86,81,61-90,2024-03-09,Promise to Pay,9714.4
ACC00599,C0253,P001,A005,10120.91,4533.68,51,31-60,2024-08-23,Active,2390.12
ACC00600,C0850,P002,A005,16885.69,5176.59,68,61-90,2024-11-08,Active,3699.72
ACC00601,C0884,P001,A009,20118.78,10597.64,28,1-30,2024-10-20,Promise to Pay,2545.3
ACC00602,C0436,P003,A003,45881.09,44044.03,9,1-30,2024-09-24,Active,10222.28
ACC00603,C0545,P002,A009,3764.89,2418.91,113,91-120,2024-08-10,Active,1622.04
ACC00604,C0110,P001,A006,6604.98,3850.49,20,1-30,2025-05-29,Promise to Pay,1360.28
ACC00605,C0552,P004,A010,49414.51,28409.61,74,61-90,2024-06-07,Legal,18710.58
ACC00606,C0614,P001,A005,24321.42,17822.0,161,121+,2025-05-05,Active,12543.97
ACC00607,C0698,P002,A005,40606.08,35557.25,32,31-60,2025-07-07,Promise to Pay,15247.06
ACC00608,C0259,P002,A005,41666.26,28492.54,7,1-30,2025-04-05,Active,9723.92
ACC00609,C0582,P001,A003,25248.47,11430.17,191,121+,2024-06-09,Write-off Candidate,6171.71
ACC00610,C0177,P005,A009,28073.77,8166.15,194,121+,2024-05-29,Active,5632.43
ACC00611,C0016,P002,A004,1305.73,943.39,1,1-30,2025-01-30,Active,403.43
ACC00612,C0047,P001,A009,33737.92,20320.27,110,91-120,2025-05-07,Promise to Pay,5547.87
ACC00613,C0561,P001,A005,39944.55,14375.54,13,1-30,2024-08-28,Legal,5370.96
ACC00614,C0327,P002,A002,2844.55,1519.93,85,61-90,2025-03-07,Legal,1002.94
ACC00615,C0564,P002,A004,43384.55,27324.95,44,31-60,2024-04-10,Active,8720.31
ACC00616,C0792,P001,A008,45841.97,4728.94,103,91-120,2024-10-12,Write-off Candidate,3648.37
ACC00617,C0603,P004,A008,1467.49,1056.78,101,91-120,2025-03-22,Active,780.04
ACC00618,C0400,P004,A005,45296.86,20550.67,1,1-30,2025-01-14,Active,5177.23
ACC00619,C0093,P002,A005,27311.87,5203.31,15,1-30,2024-10-02,Legal,2506.23
ACC00620,C0536,P005,A001,38130.33,18565.92,48,31-60,2025-07-15,Active,9884.06
ACC00621,C0387,P005,A010,8385.63,5419.13,73,61-90,2024-01-16,Promise to Pay,2839.41
ACC00622,C0572,P005,A009,6356.51,3662.78,109,91-120,2025-05-11,Legal,892.21
ACC00623,C0032,P003,A010,22949.95,3896.46,42,31-60,2025-04-10,Legal,833.94
ACC00624,C0609,P002,A003,7068.7,6312.78,3,1-30,2025-01-02,Active,4911.57
ACC00625,C0535,P005,A009,19316.95,7194.66,96,91-120,2024-03-21,Promise to Pay,1464.16
ACC00626,C0967,P005,A006,39306.27,16708.55,130,121+,2025-06-06,Active,12939.14
ACC00627,C0472,P004,A008,33712.73,7557.48,3,1-30,2024-10-30,Active,2349.82
ACC00628,C0077,P001,A009,32426.56,7464.21,87,61-90,2024-04-04,Promise to Pay,4145.12
ACC00629,C0963,P002,A007,7475.21,7091.9,6,1-30,2024-12-08,Promise to Pay,1735.17
ACC00630,C0055,P003,A006,5709.17,3415.21,5,1-30,2024-10-27,Active,2390.86
ACC00631,C0047,P003,A007,642.86,398.69,95,91-120,2024-05-09,Legal,167.57
ACC00632,C0851,P001,A010,2964.16,1982.75,24,1-30,2024-08-12,Write-off Candidate,1465.42
ACC00633,C0420,P003,A001,41450.4,14532.57,37,31-60,2025-04-26,Write-off Candidate,7293.3
ACC00634,C0942,P005,A010,44331.2,15604.52,54,31-60,2024-02-29,Active,7991.11
ACC00635,C0969,P005,A003,35995.3,11386.52,9,1-30,2024-05-19,Write-off Candidate,2772.54
ACC00636,C0965,P005,A006,3416.41,1422.21,3,1-30,2025-07-29,Promise to Pay,927.05
ACC00637,C0061,P001,A002,30715.71,26398.82,61,61-90,2024-04-21,Write-off Candidate,15685.19
ACC00638,C0323,P002,A007,2659.17,1134.02,29,1-30,2025-03-27,Active,614.31
ACC00639,C0205,P001,A001,21794.3,8336.74,56,31-60,2024-01-16,Active,4087.67
ACC00640,C0928,P001,A009,28307.83,11167.61,70,61-90,2024-10-27,Active,6561.15
ACC00641,C0817,P005,A009,27988.98,8172.91,49,31-60,2025-02-26,Active,4553.18
ACC00642,C0286,P004,A002,4860.49,3217.47,54,31-60,2025-06-11,Write-off Candidate,2530.36
ACC00643,C0208,P003,A009,38640.36,30761.65,29,1-30,2024-02-06,Active,6990.35
ACC00644,C0361,P005,A010,9567.21,4988.77,52,31-60,2024-10-30,Active,3636.76
ACC00645,C0810,P003,A008,44124.79,14021.13,25,1-30,2024-06-04,Active,3312.99
ACC00646,C0883,P003,A009,21748.71,5967.42,54,31-60,2025-07-15,Active,3763.35
ACC00647,C0258,P003,A009,15530.17,4025.25,48,31-60,2024-08-21,Active,3175.27
ACC00648,C0930,P003,A007,2847.93,1140.86,190,121+,2025-04-01,Legal,862.73
ACC00649,C0722,P001,A007,17110.4,2943.94,50,31-60,2025-02-10,Active,1586.03
ACC00650,C0747,P001,A010,16998.67,13413.55,30,1-30,2024-04-19,Active,7744.53
ACC00651,C0317,P001,A010,5436.63,951.42,8,1-30,2024-04-12,Active,480.0
ACC00652,C0398,P001,A010,7545.05,6223.89,123,121+,2025-03-31,Promise to Pay,1446.37
ACC00653,C0720,P002,A003,35995.79,15616.92,73,61-90,2024-08-27,Active,11743.15
ACC00654,C0275,P001,A003,33509.64,8847.11,131,121+,2024-11-17,Legal,6547.38
ACC00655,C0366,P001,A001,38097.55,27798.73,14,1-30,2024-02-21,Active,7411.04
ACC00656,C0220,P002,A006,13351.67,8950.22,196,121+,2024-12-13,Active,3307.21
ACC00657,C0979,P004,A002,9967.51,2155.19,113,91-120,2025-07-17,Active,888.63
ACC00658,C0761,P005,A006,11914.68,9244.56,90,61-90,2024-03-08,Active,7298.95
ACC00659,C0295,P005,A004,10561.54,9584.98,122,121+,2024-05-01,Active,3919.55
ACC00660,C0961,P001,A004,30772.95,30005.89,47,31-60,2024-10-18,Active,15772.8
ACC00661,C0642,P005,A002,44084.76,28872.85,164,121+,2024-06-27,Write-off Candidate,11996.8
ACC00662,C0779,P002,A006,7752.14,3296.3,71,61-90,2024-03-13,Active,1465.32
ACC00663,C0499,P005,A010,20190.28,9804.92,1,1-30,2025-07-14,Active,5177.4
ACC00664,C0735,P004,A008,34924.87,11087.68,25,1-30,2025-05-05,Promise to Pay,6837.03
ACC00665,C0129,P002,A004,15684.46,11433.98,70,61-90,2025-01-18,Legal,2427.51
ACC00666,C0403,P004,A008,42402.31,16993.02,58,31-60,2024-01-09,Active,9851.36
ACC00667,C0849,P001,A002,15998.63,3471.82,43,31-60,2025-02-04,Active,914.69
ACC00668,C0551,P003,A003,9745.12,9280.5,81,61-90,2024-06-02,Active,3088.49
ACC00669,C0339,P001,A002,2081.44,282.76,26,1-30,2025-03-07,Legal,64.42
ACC00670,C0251,P001,A009,25766.62,8211.26,74,61-90,2024-06-04,Legal,2216.95
ACC00671,C0394,P004,A008,31005.18,3281.77,5,1-30,2024-12-08,Write-off Candidate,2474.84
ACC00672,C0468,P003,A010,22831.81,19897.67,78,61-90,2024-07-09,Active,11064.13
ACC00673,C0608,P004,A005,11931.79,10247.59,2,1-30,2025-03-05,Promise to Pay,7474.42
ACC00674,C0817,P001,A003,26272.71,4465.41,42,31-60,2025-04-18,Write-off Candidate,3277.42
ACC00675,C0712,P005,A003,6169.45,5065.35,15,1-30,2024-06-14,Active,3298.36
ACC00676,C0007,P002,A004,5399.25,4404.36,36,31-60,2024-06-24,Active,3277.47
ACC00677,C0538,P001,A009,36278.08,26038.81,76,61-90,2025-08-02,Active,6870.33
ACC00678,C0115,P005,A007,16949.63,10094.2,12,1-30,2024-11-16,Promise to Pay,4827.55
ACC00679,C0997,P004,A003,19395.13,10959.95,64,61-90,2024-02-21,Legal,7276.05
ACC00680,C0940,P002,A008,35118.53,30632.91,56,31-60,2024-03-09,Promise to Pay,13027.03
ACC00681,C0966,P002,A009,45011.13,37059.25,182,121+,2024-10-09,Active,27025.11
ACC00682,C0888,P001,A002,8822.01,6868.76,138,121+,2024-06-15,Active,2105.82
ACC00683,C0219,P005,A005,46367.75,45507.36,51,31-60,2024-05-18,Promise to Pay,13346.96
ACC00684,C0259,P001,A005,32914.27,24949.94,9,1-30,2025-06-21,Promise to Pay,5978.59
ACC00685,C0998,P003,A010,35204.49,24847.81,67,61-90,2024-01-14,Active,14422.32
ACC00686,C0052,P003,A003,6963.93,3447.26,5,1-30,2025-01-02,Legal,952.53
ACC00687,C0897,P001,A004,2550.73,2038.45,37,31-60,2024-05-13,Promise to Pay,918.85
ACC00688,C0908,P001,A007,642.85,633.8,7,1-30,2024-02-28,Active,428.34
ACC00689,C0237,P004,A008,45203.12,8423.98,43,31-60,2025-07-04,Active,5566.09
ACC00690,C0701,P001,A003,21077.67,18866.92,132,121+,2024-03-16,Active,8053.76
ACC00691,C0623,P001,A003,11299.4,10731.05,77,61-90,2024-01-30,Active,7568.48
ACC00692,C0760,P005,A005,19898.16,4691.03,13,1-30,2024-03-24,Legal,1509.64
ACC00693,C0122,P004,A008,18661.18,11223.99,2,1-30,2025-01-12,Write-off Candidate,5057.65
ACC00694,C0993,P004,A008,19466.65,14218.12,126,121+,2024-06-05,Active,7212.67
ACC00695,C0404,P003,A006,14703.52,11568.15,19,1-30,2024-09-17,Active,2564.74
ACC00696,C0989,P004,A007,30430.63,8207.39,160,121+,2024-08-18,Promise to Pay,3334.45
ACC00697,C0310,P005,A007,6909.05,1741.42,7,1-30,2024-05-17,Active,1219.71
ACC00698,C0091,P003,A003,20841.32,4662.22,26,1-30,2024-12-17,Write-off Candidate,2484.42
ACC00699,C0329,P003,A003,42582.44,28641.33,17,1-30,2024-02-10,Promise to Pay,14200.24
ACC00700,C0609,P005,A002,20674.41,13966.04,90,61-90,2024-11-14,Write-off Candidate,8752.93
ACC00701,C0674,P005,A010,11419.86,6894.57,69,61-90,2024-09-02,Legal,4358.05
ACC00702,C0986,P003,A008,44503.69,31154.34,144,121+,2025-01-08,Promise to Pay,10435.07
ACC00703,C0267,P002,A001,4338.64,3192.22,98,91-120,2025-01-09,Legal,1651.66
ACC00704,C0416,P001,A006,18804.85,9782.55,155,121+,2025-02-03,Write-off Candidate,5265.25
ACC00705,C0276,P004,A006,29547.91,26753.36,103,91-120,2024-10-01,Promise to Pay,20483.57
ACC00706,C0939,P003,A004,22111.01,13440.97,38,31-60,2024-10-04,Active,10197.88
ACC00707,C0609,P005,A007,21829.95,19982.05,129,121+,2024-05-09,Active,8111.8
ACC00708,C0379,P001,A009,28847.98,26908.35,61,61-90,2024-11-09,Promise to Pay,18536.07
ACC00709,C0190,P004,A010,47027.59,29069.87,26,1-30,2025-02-10,Active,13605.01
ACC00710,C0116,P002,A001,7267.09,3133.19,39,31-60,2024-05-01,Active,1350.04
ACC00711,C0956,P003,A001,32707.93,20447.99,154,121+,2024-09-10,Legal,6020.87
ACC00712,C0426,P001,A005,15792.84,11790.22,119,91-120,2024-02-27,Active,5277.18
ACC00713,C0674,P004,A004,34193.15,3975.46,30,1-30,2025-06-30,Promise to Pay,2538.42
ACC00714,C0508,P005,A006,46630.1,7995.23,139,121+,2025-07-16,Active,5993.95
ACC00715,C0571,P003,A006,40874.45,28291.14,12,1-30,2024-06-29,Active,21034.64
ACC00716,C0817,P004,A005,32699.1,23243.87,22,1-30,2024-02-19,Active,7354.3
ACC00717,C0989,P002,A001,39933.32,35452.04,74,61-90,2024-05-31,Active,16549.92
ACC00718,C0464,P002,A010,16533.73,4455.35,52,31-60,2025-04-24,Active,1635.98
ACC00719,C0064,P001,A006,22246.76,12976.73,117,91-120,2024-01-26,Write-off Candidate,5456.62
ACC00720,C0665,P005,A001,8023.16,6985.78,30,1-30,2024-07-01,Promise to Pay,1672.59
ACC00721,C0191,P003,A008,6435.8,796.9,67,61-90,2024-11-04,Active,433.67
ACC00722,C0811,P001,A004,40403.09,29280.72,107,91-120,2025-05-21,Write-off Candidate,21815.89
ACC00723,C0204,P001,A004,17877.69,4268.43,42,31-60,2025-02-04,Active,2699.81
ACC00724,C0616,P002,A010,24489.66,7873.87,88,61-90,2024-05-10,Promise to Pay,6140.17
ACC00725,C0361,P002,A004,32176.86,25541.09,5,1-30,2025-03-29,Active,14547.42
ACC00726,C0916,P005,A010,14722.81,12773.18,61,61-90,2024-08-15,Legal,4282.86
ACC00727,C0233,P004,A007,48613.65,25404.92,12,1-30,2024-04-03,Write-off Candidate,13483.31
ACC00728,C0471,P001,A009,25142.79,24228.8,20,1-30,2025-06-01,Legal,16908.28
ACC00729,C0205,P004,A001,6671.72,3047.53,16,1-30,2024-12-28,Promise to Pay,2350.53
ACC00730,C0567,P002,A009,48114.48,35387.16,81,61-90,2025-05-19,Promise to Pay,24951.09
ACC00731,C0446,P003,A009,20425.59,5724.76,115,91-120,2025-03-29,Legal,1595.0
ACC00732,C0215,P002,A003,46022.31,25658.47,6,1-30,2024-04-18,Legal,9627.63
ACC00733,C0158,P003,A009,8137.01,6787.23,193,121+,2024-07-07,Active,5260.19
ACC00734,C0415,P001,A007,31087.66,30893.43,29,1-30,2024-08-04,Active,7092.68
ACC00735,C0399,P002,A008,3800.12,2595.4,98,91-120,2025-06-28,Active,1137.02
ACC00736,C0813,P004,A005,812.49,570.45,8,1-30,2024-08-22,Legal,439.17
ACC00737,C0791,P001,A009,44479.69,7319.73,31,31-60,2025-01-29,Active,4367.38
ACC00738,C0521,P003,A007,36144.71,24981.99,27,1-30,2025-01-30,Active,15945.97
ACC00739,C0810,P004,A001,28649.51,23474.09,39,31-60,2024-03-09,Active,10724.64
ACC00740,C0738,P003,A002,45956.44,18750.17,25,1-30,2025-03-14,Active,10157.82
ACC00741,C0687,P001,A010,49245.91,31115.59,79,61-90,2025-04-06,Promise to Pay,12902.13
ACC00742,C0190,P001,A008,7285.85,2391.64,116,91-120,2025-03-21,Write-off Candidate,1434.98
ACC00743,C0073,P005,A008,33250.8,7804.1,24,1-30,2024-03-16,Write-off Candidate,4237.19
ACC00744,C0770,P004,A010,28543.21,14514.59,48,31-60,2024-02-07,Promise to Pay,7459.51
ACC00745,C0221,P001,A003,24451.7,4203.56,59,31-60,2024-07-08,Active,2485.23
ACC00746,C0692,P001,A008,48209.82,28023.82,194,121+,2025-05-01,Promise to Pay,12672.76
ACC00747,C0243,P002,A010,10549.26,6776.38,160,121+,2025-01-26,Active,2121.18
ACC00748,C0977,P005,A010,12042.16,2772.81,66,61-90,2024-06-11,Active,669.78
ACC00749,C0863,P001,A006,13978.23,4955.41,43,31-60,2025-04-12,Legal,1835.76
ACC00750,C0008,P001,A001,23481.23,8818.45,18,1-30,2025-07-11,Promise to Pay,4066.67
ACC00751,C0411,P003,A010,46206.18,41416.09,45,31-60,2024-04-01,Active,13285.61
ACC00752,C0912,P003,A007,13218.11,5255.04,62,61-90,2024-01-24,Active,2164.04
ACC00753,C0716,P002,A008,37086.18,36253.46,19,1-30,2025-08-01,Active,11306.83
ACC00754,C0476,P004,A002,28488.92,12030.42,21,1-30,2025-08-05,Promise to Pay,4013.88
ACC00755,C0211,P001,A006,893.87,385.44,84,61-90,2024-04-22,Active,114.35
ACC00756,C0424,P002,A007,42739.61,27895.01,3,1-30,2025-06-21,Promise to Pay,14944.88
ACC00757,C0584,P003,A010,14443.8,9990.97,60,31-60,2024-09-10,Active,3978.85
ACC00758,C0269,P003,A004,39385.45,32002.11,39,31-60,2024-11-08,Promise to Pay,13994.94
ACC00759,C0951,P005,A010,12501.67,9190.21,20,1-30,2024-09-21,Active,4324.31
ACC00760,C0232,P005,A005,1350.22,1057.44,99,91-120,2025-07-28,Active,353.94
ACC00761,C0608,P003,A009,36286.03,27257.76,50,31-60,2024-08-11,Write-off Candidate,16392.95
ACC00762,C0546,P005,A010,5438.07,1315.6,99,91-120,2024-01-09,Write-off Candidate,863.23
ACC00763,C0457,P002,A001,43090.85,33848.52,64,61-90,2025-05-05,Active,25032.42
ACC00764,C0532,P003,A004,39326.27,17047.53,23,1-30,2025-04-28,Legal,4758.77
ACC00765,C0797,P002,A001,15437.68,9417.24,2,1-30,2024-11-07,Active,2245.57
ACC00766,C0741,P005,A004,1855.6,1683.98,87,61-90,2024-12-30,Active,1123.67
ACC00767,C0209,P004,A006,18133.83,13351.59,118,91-120,2025-02-05,Active,7335.5
ACC00768,C0644,P004,A001,48557.19,8302.95,74,61-90,2025-08-10,Promise to Pay,6365.28
ACC00769,C0268,P003,A009,34940.27,15964.0,9,1-30,2024-08-14,Active,5327.08
ACC00770,C0556,P005,A006,15182.86,4026.65,7,1-30,2025-02-21,Active,2425.85
ACC00771,C0139,P001,A004,14991.38,5076.24,15,1-30,2024-07-31,Promise to Pay,1072.25
ACC00772,C0238,P004,A010,34810.75,28576.03,54,31-60,2025-02-09,Legal,14978.51
ACC00773,C0029,P001,A009,16032.73,11817.11,111,91-120,2024-05-24,Promise to Pay,4352.81
ACC00774,C0772,P005,A001,32864.02,22412.27,26,1-30,2025-05-13,Active,8329.02
ACC00775,C0477,P003,A004,10788.05,4171.56,159,121+,2024-06-07,Active,2821.49
ACC00776,C0855,P003,A001,28174.68,26762.79,27,1-30,2025-03-08,Active,8261.79
ACC00777,C0770,P003,A003,26255.54,6248.46,5,1-30,2024-08-27,Active,1310.58
ACC00778,C0339,P004,A010,10618.35,1157.03,148,121+,2024-01-23,Active,407.49
ACC00779,C0480,P004,A002,33681.21,16335.34,64,61-90,2025-04-12,Active,11262.74
ACC00780,C0449,P004,A003,30693.08,23812.1,110,91-120,2024-11-18,Active,15454.9
ACC00781,C0178,P003,A006,47107.33,12047.11,3,1-30,2024-08-24,Promise to Pay,6429.27
ACC00782,C0265,P004,A003,13907.24,12879.63,7,1-30,2024-05-14,Active,6750.35
ACC00783,C0470,P001,A010,49970.39,39652.27,116,91-120,2024-04-03,Active,11809.5
ACC00784,C0168,P002,A005,3395.24,2827.87,12,1-30,2025-02-27,Write-off Candidate,1004.93
ACC00785,C0905,P005,A008,41669.0,22028.66,64,61-90,2025-05-22,Active,7848.15
ACC00786,C0109,P005,A010,46320.14,6718.36,144,121+,2025-01-03,Promise to Pay,2260.28
ACC00787,C0894,P004,A003,31631.65,12827.6,106,91-120,2024-03-06,Active,5002.7
ACC00788,C0042,P005,A006,26921.94,19958.59,55,31-60,2025-06-03,Promise to Pay,5757.25
ACC00789,C0254,P004,A004,28883.47,27336.46,75,61-90,2024-07-09,Active,6853.85
ACC00790,C0049,P001,A009,2577.2,1874.14,47,31-60,2025-07-20,Active,1407.34
ACC00791,C0629,P001,A002,43216.22,23175.05,32,31-60,2024-02-06,Legal,17601.9
ACC00792,C0613,P002,A006,31053.9,22514.09,20,1-30,2024-07-01,Promise to Pay,14434.49
ACC00793,C0919,P001,A008,7534.2,4091.12,6,1-30,2025-02-01,Promise to Pay,1431.34
ACC00794,C0571,P004,A003,42929.17,10074.97,12,1-30,2024-04-25,Active,4293.25
ACC00795,C0329,P003,A010,42574.87,11628.13,103,91-120,2024-07-18,Promise to Pay,2336.15
ACC00796,C0553,P002,A004,15451.08,13743.55,158,121+,2024-01-19,Active,9680.55
ACC00797,C0512,P005,A010,1081.31,560.29,71,61-90,2024-06-19,Active,237.85
ACC00798,C0700,P004,A009,30797.83,27331.85,63,61-90,2024-07-13,Legal,12816.37
ACC00799,C0264,P005,A003,33067.66,8067.27,51,31-60,2024-11-20,Active,2910.71
ACC00800,C0464,P004,A008,8420.89,3560.55,36,31-60,2024-06-06,Active,884.2
