payment_id,account_id,payment_date,amount,payment_method_id,payment_status
PAY000876,ACC00767,2025-07-16,2690.55,PM02,Completed
PAY000877,ACC00767,2025-07-02,2370.67,PM01,Completed
PAY000878,ACC00768,2024-08-27,1416.17,PM01,Failed
PAY000879,ACC00769,2024-03-26,2922.29,PM02,Completed
PAY000880,ACC00769,2024-07-21,1340.54,PM01,Completed
PAY000881,ACC00770,2025-04-13,4128.3,PM02,Completed
PAY000882,ACC00770,2024-08-06,89.98,PM01,Failed
PAY000883,ACC00772,2024-09-06,2153.38,PM02,Completed
PAY000884,ACC00773,2024-02-23,2535.14,PM03,Failed
PAY000885,ACC00775,2025-07-02,1594.5,PM02,Completed
PAY000886,ACC00775,2025-08-19,371.37,PM01,Completed
PAY000887,ACC00776,2025-05-07,564.23,PM02,Completed
PAY000888,ACC00777,2025-05-12,2307.73,PM04,Completed
PAY000889,ACC00777,2024-02-16,2646.3,PM03,Completed
PAY000890,ACC00778,2024-05-11,311.75,PM02,Completed
PAY000891,ACC00779,2025-10-29,2167.68,PM04,Completed
PAY000892,ACC00780,2024-07-21,406.9,PM01,Failed
PAY000893,ACC00781,2024-07-02,2051.01,PM03,Completed
PAY000894,ACC00781,2024-02-24,4796.74,PM01,Completed
PAY000895,ACC00781,2025-03-18,3472.34,PM04,Reversed
PAY000896,ACC00782,2024-01-20,733.62,PM03,Failed
PAY000897,ACC00783,2024-04-07,185.18,PM01,Completed
PAY000898,ACC00784,2024-02-07,1632.8,PM01,Completed
PAY000899,ACC00785,2024-05-25,2038.89,PM01,Reversed
PAY000900,ACC00786,2024-07-29,687.19,PM04,Completed
PAY000901,ACC00786,2024-05-19,1631.6,PM02,Completed
PAY000902,ACC00787,2025-08-24,283.6,PM01,Completed
PAY000903,ACC00787,2025-01-21,4806.36,PM01,Completed
PAY000904,ACC00788,2024-02-17,1078.29,PM04,Completed
PAY000905,ACC00788,2025-07-01,550.09,PM02,Completed
PAY000906,ACC00789,2024-06-27,4779.02,PM02,Completed
PAY000907,ACC00791,2024-09-06,4170.4,PM03,Completed
PAY000908,ACC00792,2024-10-17,969.07,PM02,Completed
PAY000909,ACC00793,2024-11-01,74.63,PM03,Completed
PAY000910,ACC00794,2025-06-08,910.64,PM02,Completed
PAY000911,ACC00796,2024-12-31,3201.45,PM01,Completed
PAY000912,ACC00796,2025-04-29,1250.39,PM03,Failed
PAY000913,ACC00797,2025-07-17,3128.06,PM03,Completed
PAY000914,ACC00798,2024-12-30,1706.31,PM02,Completed
PAY000915,ACC00798,2024-06-30,2051.21,PM06,Reversed
PAY000916,ACC00799,2025-07-30,3831.95,PM04,Completed
PAY000917,ACC00799,2025-02-03,1269.13,PM06,Completed
PAY000918,ACC00800,2024-03-03,1535.72,PM03,Completed
