call_id,account_id,agent_id,call_date,call_hour,day_of_week,day_name,call_result,duration_seconds
CALL0000709,ACC00289,A006,2024-05-30,8,1,Monday,Voicemail,13
CALL0000710,ACC00289,A004,2024-08-07,11,3,Wednesday,Busy,0
CALL0000711,ACC00289,A007,2024-04-11,14,5,Friday,Busy,26
CALL0000712,ACC00290,A003,2024-10-16,16,5,Friday,Contacted,135
CALL0000713,ACC00291,A001,2024-02-28,10,3,Wednesday,Voicemail,10
CALL0000714,ACC00291,A001,2025-11-04,9,3,Wednesday,No Answer,16
CALL0000715,ACC00292,A008,2025-08-23,19,6,Saturday,Wrong Number,12
CALL0000716,ACC00292,A007,2024-08-30,16,3,Wednesday,Contacted,129
CALL0000717,ACC00292,A004,2024-08-07,8,5,Friday,Busy,16
CALL0000718,ACC00293,A010,2024-03-01,8,4,Thursday,Voicemail,5
CALL0000719,ACC00293,A002,2024-11-10,17,2,Tuesday,Contacted,314
CALL0000720,ACC00293,A007,2025-03-24,20,4,Thursday,Voicemail,8
CALL0000721,ACC00294,A009,2024-06-05,15,4,Thursday,Contacted,132
CALL0000722,ACC00294,A006,2025-09-12,18,2,Tuesday,Contacted,493
CALL0000723,ACC00294,A003,2025-10-09,14,1,Monday,Contacted,68
CALL0000724,ACC00295,A006,2024-10-20,8,3,Wednesday,No Answer,5
CALL0000725,ACC00296,A009,2025-01-12,16,5,Friday,No Answer,29
CALL0000726,ACC00297,A007,2024-06-18,18,4,Thursday,Voicemail,2
CALL0000727,ACC00297,A010,2025-02-16,15,5,Friday,Busy,6
CALL0000728,ACC00297,A010,2024-05-10,15,4,Thursday,Wrong Number,20
CALL0000729,ACC00297,A006,2024-02-04,16,3,Wednesday,Contacted,114
CALL0000730,ACC00298,A005,2025-02-04,17,6,Saturday,Voicemail,9
CALL0000731,ACC00299,A009,2024-05-28,10,7,Sunday,Busy,8
CALL0000732,ACC00300,A002,2025-02-06,11,1,Monday,Busy,14
CALL0000733,ACC00300,A009,2024-11-03,14,2,Tuesday,Contacted,142
CALL0000734,ACC00302,A002,2025-11-26,14,4,Thursday,Contacted,299
CALL0000735,ACC00303,A005,2024-09-11,17,3,Wednesday,Contacted,55
CALL0000736,ACC00303,A002,2025-04-10,20,5,Friday,No Answer,26
CALL0000737,ACC00303,A010,2025-08-17,18,4,Thursday,Wrong Number,30
CALL0000738,ACC00304,A002,2024-11-07,18,3,Wednesday,Busy,9
CALL0000739,ACC00305,A009,2024-08-13,12,2,Tuesday,Contacted,101
CALL0000740,ACC00305,A001,2024-04-16,10,6,Saturday,No Answer,9
CALL0000741,ACC00305,A002,2024-12-16,19,5,Friday,Contacted,352
CALL0000742,ACC00305,A001,2025-03-31,19,5,Friday,Contacted,491
CALL0000743,ACC00305,A007,2025-05-29,13,1,Monday,No Answer,25
CALL0000744,ACC00306,A004,2024-10-30,17,4,Thursday,No Answer,0
CALL0000745,ACC00306,A006,2024-04-17,12,5,Friday,Wrong Number,8
CALL0000746,ACC00307,A001,2024-06-05,15,4,Thursday,Voicemail,25
CALL0000747,ACC00307,A005,2025-04-10,18,1,Monday,Contacted,490
CALL0000748,ACC00308,A004,2025-10-04,16,6,Saturday,No Answer,19
CALL0000749,ACC00308,A002,2024-09-09,16,5,Friday,Contacted,325
CALL0000750,ACC00309,A001,2025-10-07,14,2,Tuesday,Contacted,424
CALL0000751,ACC00310,A009,2025-03-12,18,3,Wednesday,Contacted,96
CALL0000752,ACC00312,A009,2025-02-10,11,5,Friday,Contacted,57
CALL0000753,ACC00312,A006,2025-09-09,14,3,Wednesday,No Answer,5
CALL0000754,ACC00313,A005,2024-02-08,14,2,Tuesday,Contacted,481
CALL0000755,ACC00314,A005,2025-02-13,15,2,Tuesday,Voicemail,16
CALL0000756,ACC00314,A002,2025-06-13,9,1,Monday,Wrong Number,25
CALL0000757,ACC00314,A002,2024-01-26,20,6,Saturday,Wrong Number,0
CALL0000758,ACC00314,A010,2025-03-31,15,7,Sunday,Wrong Number,10
CALL0000759,ACC00314,A009,2024-11-13,16,5,Friday,No Answer,14
CALL0000760,ACC00315,A005,2024-03-16,15,4,Thursday,No Answer,1
CALL0000761,ACC00316,A006,2024-06-23,19,2,Tuesday,Contacted,395
CALL0000762,ACC00316,A005,2025-08-29,15,2,Tuesday,Contacted,561
CALL0000763,ACC00316,A003,2025-11-10,16,3,Wednesday,Voicemail,11
CALL0000764,ACC00317,A004,2024-04-21,15,5,Friday,Busy,11
CALL0000765,ACC00318,A007,2024-02-26,12,5,Friday,Busy,12
CALL0000766,ACC00318,A008,2024-12-22,11,3,Wednesday,Contacted,519
CALL0000767,ACC00318,A007,2024-08-29,10,3,Wednesday,Voicemail,24
CALL0000768,ACC00318,A009,2024-06-07,12,4,Thursday,Busy,25
CALL0000769,ACC00319,A008,2025-06-22,14,3,Wednesday,Busy,27
CALL0000770,ACC00319,A002,2025-11-05,18,4,Thursday,Voicemail,22
CALL0000771,ACC00319,A010,2024-09-04,12,2,Tuesday,Contacted,523
CALL0000772,ACC00319,A009,2025-02-03,15,1,Monday,Contacted,402
CALL0000773,ACC00320,A002,2025-05-04,19,6,Saturday,Busy,3
CALL0000774,ACC00320,A006,2025-02-01,10,1,Monday,Busy,29
CALL0000775,ACC00320,A002,2024-09-26,14,3,Wednesday,Wrong Number,0
CALL0000776,ACC00321,A004,2025-11-09,20,4,Thursday,No Answer,27
CALL0000777,ACC00321,A009,2025-09-05,18,2,Tuesday,Contacted,131
CALL0000778,ACC00321,A003,2025-02-08,14,5,Friday,Voicemail,10
CALL0000779,ACC00321,A007,2025-09-10,19,4,Thursday,Contacted,207
CALL0000780,ACC00322,A001,2024-01-08,9,1,Monday,No Answer,21
CALL0000781,ACC00322,A004,2024-03-26,18,3,Wednesday,Contacted,500
CALL0000782,ACC00322,A002,2025-07-29,12,2,Tuesday,No Answer,4
CALL0000783,ACC00322,A004,2024-08-24,8,5,Friday,Busy,20
CALL0000784,ACC00322,A009,2025-06-27,19,5,Friday,Contacted,82
CALL0000785,ACC00323,A005,2025-05-04,10,5,Friday,Contacted,92
CALL0000786,ACC00323,A004,2025-11-12,12,1,Monday,Wrong Number,30
CALL0000787,ACC00323,A007,2025-10-05,20,6,Saturday,Voicemail,23
CALL0000788,ACC00323,A009,2024-03-12,16,1,Monday,Contacted,573
CALL0000789,ACC00324,A005,2024-05-23,8,2,Tuesday,Contacted,437
CALL0000790,ACC00325,A001,2025-01-28,9,4,Thursday,Busy,26
CALL0000791,ACC00326,A009,2025-02-27,12,1,Monday,Busy,13
CALL0000792,ACC00327,A001,2025-10-02,16,1,Monday,Wrong Number,8
CALL0000793,ACC00328,A003,2024-05-30,11,4,Thursday,Contacted,263
CALL0000794,ACC00328,A008,2024-12-17,10,6,Saturday,Contacted,441
CALL0000795,ACC00328,A010,2024-04-14,11,6,Saturday,Voicemail,19
CALL0000796,ACC00328,A010,2025-08-04,13,6,Saturday,Voicemail,5
CALL0000797,ACC00329,A007,2024-09-20,12,5,Friday,Busy,25
CALL0000798,ACC00329,A005,2025-07-09,15,1,Monday,No Answer,2
CALL0000799,ACC00330,A001,2024-08-15,11,3,Wednesday,Contacted,562
CALL0000800,ACC00330,A006,2024-11-24,16,3,Wednesday,Voicemail,22
CALL0000801,ACC00330,A003,2025-08-31,17,5,Friday,Contacted,427
CALL0000802,ACC00331,A010,2025-06-27,15,4,Thursday,Contacted,394
CALL0000803,ACC00331,A004,2024-04-10,17,1,Monday,Wrong Number,30
CALL0000804,ACC00331,A001,2025-04-24,10,3,Wednesday,Wrong Number,12
CALL0000805,ACC00332,A010,2024-07-13,13,2,Tuesday,No Answer,5
CALL0000806,ACC00333,A008,2025-11-04,17,4,Thursday,Busy,23
CALL0000807,ACC00333,A006,2025-08-07,11,6,Saturday,Voicemail,24
CALL0000808,ACC00334,A002,2025-10-20,18,2,Tuesday,Contacted,117
CALL0000809,ACC00335,A009,2025-11-22,11,3,Wednesday,No Answer,6
CALL0000810,ACC00336,A003,2024-12-29,14,4,Thursday,No Answer,3
CALL0000811,ACC00336,A001,2025-01-08,20,2,Tuesday,Busy,6
CALL0000812,ACC00337,A003,2025-07-10,9,3,Wednesday,Contacted,550
CALL0000813,ACC00337,A008,2025-08-14,20,4,Thursday,Busy,16
CALL0000814,ACC00337,A001,2024-08-16,20,6,Saturday,Contacted,143
CALL0000815,ACC00338,A004,2025-11-30,18,4,Thursday,Contacted,481
CALL0000816,ACC00338,A003,2025-03-13,20,5,Friday,Contacted,387
CALL0000817,ACC00338,A001,2024-07-07,8,1,Monday,Contacted,489
CALL0000818,ACC00338,A007,2025-07-17,12,4,Thursday,Contacted,101
CALL0000819,ACC00339,A007,2024-06-13,15,5,Friday,Busy,20
CALL0000820,ACC00339,A002,2024-11-30,9,4,Thursday,Voicemail,10
CALL0000821,ACC00339,A001,2025-12-01,17,1,Monday,Contacted,112
CALL0000822,ACC00340,A003,2025-09-25,12,4,Thursday,Contacted,161
CALL0000823,ACC00340,A007,2025-03-15,19,2,Tuesday,Contacted,244
CALL0000824,ACC00342,A004,2024-05-12,11,1,Monday,Busy,0
CALL0000825,ACC00342,A008,2025-11-16,12,1,Monday,Voicemail,6
CALL0000826,ACC00343,A009,2024-07-28,16,7,Sunday,Busy,27
CALL0000827,ACC00343,A002,2024-01-31,19,1,Monday,Wrong Number,7
CALL0000828,ACC00344,A004,2025-03-12,17,6,Saturday,Voicemail,0
CALL0000829,ACC00344,A002,2024-07-30,19,2,Tuesday,Contacted,288
CALL0000830,ACC00345,A009,2025-02-02,10,3,Wednesday,No Answer,0
CALL0000831,ACC00345,A002,2024-10-21,12,5,Friday,No Answer,10
CALL0000832,ACC00345,A001,2025-05-16,14,1,Monday,Busy,16
CALL0000833,ACC00345,A001,2025-08-23,10,1,Monday,Voicemail,26
CALL0000834,ACC00346,A006,2025-02-21,17,7,Sunday,Busy,3
CALL0000835,ACC00346,A009,2024-06-15,17,3,Wednesday,Busy,4
CALL0000836,ACC00346,A008,2024-02-19,13,6,Saturday,Wrong Number,20
CALL0000837,ACC00347,A008,2024-08-28,13,2,Tuesday,Contacted,343
CALL0000838,ACC00347,A006,2025-02-18,11,3,Wednesday,Busy,19
CALL0000839,ACC00347,A006,2024-02-17,18,1,Monday,Busy,26
CALL0000840,ACC00348,A001,2025-03-21,19,3,Wednesday,Busy,12
CALL0000841,ACC00348,A001,2024-08-14,9,3,Wednesday,No Answer,7
CALL0000842,ACC00349,A010,2025-01-02,18,4,Thursday,No Answer,22
CALL0000843,ACC00349,A003,2025-04-27,10,4,Thursday,Contacted,346
CALL0000844,ACC00350,A006,2024-08-13,14,5,Friday,Voicemail,21
CALL0000845,ACC00351,A006,2024-07-04,9,5,Friday,Wrong Number,14
CALL0000846,ACC00351,A004,2025-03-31,15,4,Thursday,No Answer,21
CALL0000847,ACC00351,A006,2025-04-04,20,5,Friday,Contacted,342
CALL0000848,ACC00352,A007,2024-05-26,15,2,Tuesday,No Answer,2
CALL0000849,ACC00352,A001,2024-01-01,16,7,Sunday,Wrong Number,29
CALL0000850,ACC00353,A004,2024-04-21,19,4,Thursday,Busy,3
CALL0000851,ACC00353,A009,2024-07-25,14,4,Thursday,No Answer,0
CALL0000852,ACC00353,A009,2024-07-19,12,3,Wednesday,Busy,21
CALL0000853,ACC00354,A005,2025-06-12,16,5,Friday,Contacted,537
CALL0000854,ACC00354,A010,2025-02-03,19,5,Friday,Wrong Number,18
CALL0000855,ACC00354,A001,2024-05-09,15,4,Thursday,Wrong Number,29
CALL0000856,ACC00355,A003,2024-08-13,11,5,Friday,Voicemail,28
CALL0000857,ACC00355,A002,2025-06-09,13,4,Thursday,Wrong Number,16
CALL0000858,ACC00355,A007,2025-07-13,18,2,Tuesday,Contacted,508
CALL0000859,ACC00355,A004,2024-09-05,9,6,Saturday,No Answer,15
CALL0000860,ACC00356,A005,2024-10-18,17,7,Sunday,Voicemail,25
CALL0000861,ACC00356,A002,2024-11-16,15,6,Saturday,Voicemail,8
CALL0000862,ACC00357,A007,2024-02-14,15,4,Thursday,Wrong Number,4
CALL0000863,ACC00357,A008,2025-10-17,18,3,Wednesday,Voicemail,24
CALL0000864,ACC00357,A006,2024-12-29,20,1,Monday,Voicemail,7
CALL0000865,ACC00357,A010,2025-08-16,17,4,Thursday,Voicemail,30
CALL0000866,ACC00358,A009,2025-04-18,18,5,Friday,Wrong Number,11
CALL0000867,ACC00358,A007,2024-11-17,15,5,Friday,Wrong Number,10
CALL0000868,ACC00358,A004,2025-11-12,20,4,Thursday,Voicemail,26
CALL0000869,ACC00359,A002,2025-11-24,8,6,Saturday,No Answer,14
CALL0000870,ACC00359,A001,2025-04-22,15,3,Wednesday,Busy,10
CALL0000871,ACC00359,A003,2025-10-19,17,3,Wednesday,Wrong Number,18
CALL0000872,ACC00359,A004,2024-06-01,11,5,Friday,Voicemail,0
CALL0000873,ACC00359,A001,2024-07-12,14,4,Thursday,Voicemail,21
CALL0000874,ACC00360,A004,2024-08-17,9,7,Sunday,Wrong Number,10
CALL0000875,ACC00360,A002,2024-06-11,15,2,Tuesday,Voicemail,25
CALL0000876,ACC00360,A003,2024-10-18,17,2,Tuesday,No Answer,6
CALL0000877,ACC00361,A001,2024-09-08,12,3,Wednesday,Contacted,367
CALL0000878,ACC00361,A001,2025-08-22,11,3,Wednesday,Contacted,492
CALL0000879,ACC00361,A007,2024-06-01,8,3,Wednesday,No Answer,6
CALL0000880,ACC00361,A008,2024-11-12,12,7,Sunday,Voicemail,25
CALL0000881,ACC00361,A010,2025-02-05,10,2,Tuesday,Busy,29
CALL0000882,ACC00362,A007,2025-10-12,10,5,Friday,No Answer,26
CALL0000883,ACC00363,A009,2025-03-24,18,1,Monday,Contacted,183
CALL0000884,ACC00363,A005,2025-10-26,11,5,Friday,Contacted,425
CALL0000885,ACC00364,A006,2025-07-24,17,2,Tuesday,Contacted,292
CALL0000886,ACC00364,A007,2025-01-13,13,7,Sunday,No Answer,4
CALL0000887,ACC00365,A004,2024-12-06,15,4,Thursday,Voicemail,29
CALL0000888,ACC00366,A005,2024-05-20,15,6,Saturday,Contacted,93
CALL0000889,ACC00367,A010,2025-02-24,8,4,Thursday,Busy,12
CALL0000890,ACC00367,A010,2025-01-21,18,7,Sunday,Wrong Number,28
CALL0000891,ACC00367,A006,2024-01-18,11,5,Friday,Contacted,484
CALL0000892,ACC00368,A008,2025-11-23,8,1,Monday,No Answer,13
CALL0000893,ACC00368,A003,2024-01-25,19,1,Monday,Contacted,140
CALL0000894,ACC00368,A010,2024-02-09,9,4,Thursday,Contacted,346
CALL0000895,ACC00368,A003,2024-02-03,15,4,Thursday,No Answer,12
CALL0000896,ACC00369,A002,2025-07-18,17,5,Friday,Busy,18
CALL0000897,ACC00369,A001,2025-09-02,10,6,Saturday,Busy,3
CALL0000898,ACC00369,A001,2024-12-11,11,3,Wednesday,Contacted,457
CALL0000899,ACC00370,A008,2025-07-26,10,1,Monday,Contacted,504
CALL0000900,ACC00370,A008,2024-10-13,11,5,Friday,Contacted,361
CALL0000901,ACC00370,A003,2025-07-08,16,3,Wednesday,Contacted,590
CALL0000902,ACC00370,A002,2024-03-04,14,1,Monday,No Answer,30
CALL0000903,ACC00371,A005,2024-06-20,14,4,Thursday,Contacted,328
CALL0000904,ACC00371,A005,2025-03-01,17,3,Wednesday,Busy,23
CALL0000905,ACC00371,A007,2025-05-17,14,6,Saturday,No Answer,20
CALL0000906,ACC00371,A003,2024-09-28,15,5,Friday,Contacted,380
CALL0000907,ACC00371,A008,2025-01-05,15,3,Wednesday,Voicemail,15
CALL0000908,ACC00372,A006,2025-07-03,12,3,Wednesday,Voicemail,13
CALL0000909,ACC00372,A002,2025-05-05,15,5,Friday,Contacted,474
CALL0000910,ACC00373,A005,2025-09-21,16,4,Thursday,Busy,17
CALL0000911,ACC00374,A007,2025-06-18,9,4,Thursday,Busy,28
CALL0000912,ACC00375,A001,2024-03-13,17,5,Friday,Contacted,478
CALL0000913,ACC00375,A007,2024-01-02,13,6,Saturday,Contacted,558
CALL0000914,ACC00375,A004,2024-02-04,13,5,Friday,No Answer,25
CALL0000915,ACC00376,A002,2025-10-18,14,2,Tuesday,Voicemail,20
CALL0000916,ACC00377,A009,2025-08-19,16,6,Saturday,Voicemail,4
CALL0000917,ACC00378,A001,2024-08-31,20,5,Friday,Contacted,438
CALL0000918,ACC00378,A001,2024-03-27,16,1,Monday,Voicemail,17
CALL0000919,ACC00378,A009,2025-06-18,15,7,Sunday,Contacted,31
CALL0000920,ACC00379,A008,2025-02-13,15,6,Saturday,No Answer,15
CALL0000921,ACC00379,A005,2025-10-26,10,7,Sunday,Voicemail,1
CALL0000922,ACC00379,A007,2024-08-19,11,7,Sunday,Wrong Number,19
CALL0000923,ACC00380,A006,2024-06-04,17,2,Tuesday,Contacted,84
CALL0000924,ACC00380,A008,2024-03-09,9,6,Saturday,No Answer,1
CALL0000925,ACC00381,A001,2024-04-18,15,5,Friday,Contacted,210
CALL0000926,ACC00382,A010,2024-06-01,13,2,Tuesday,Busy,22
CALL0000927,ACC00382,A010,2024-06-28,8,1,Monday,Wrong Number,11
CALL0000928,ACC00383,A004,2025-04-29,12,3,Wednesday,Voicemail,20
CALL0000929,ACC00383,A005,2025-09-05,14,4,Thursday,Wrong Number,23
CALL0000930,ACC00383,A003,2024-09-17,19,2,Tuesday,Contacted,294
CALL0000931,ACC00384,A005,2024-03-26,14,1,Monday,Busy,14
CALL0000932,ACC00386,A008,2025-11-27,19,1,Monday,Busy,7
CALL0000933,ACC00386,A010,2025-09-19,18,6,Saturday,Wrong Number,23
CALL0000934,ACC00386,A001,2025-09-14,15,4,Thursday,Wrong Number,24
CALL0000935,ACC00387,A010,2024-11-23,13,5,Friday,Wrong Number,9
CALL0000936,ACC00387,A009,2025-11-04,9,3,Wednesday,Wrong Number,16
CALL0000937,ACC00387,A004,2024-03-21,12,4,Thursday,Contacted,89
CALL0000938,ACC00387,A005,2024-12-11,15,2,Tuesday,Voicemail,14
CALL0000939,ACC00388,A006,2024-01-28,16,4,Thursday,Busy,8
CALL0000940,ACC00388,A002,2024-09-06,13,7,Sunday,No Answer,3
CALL0000941,ACC00389,A009,2024-02-28,19,4,Thursday,No Answer,30
CALL0000942,ACC00390,A004,2025-11-24,15,4,Thursday,Voicemail,19
CALL0000943,ACC00390,A004,2024-06-18,9,3,Wednesday,No Answer,16
CALL0000944,ACC00391,A001,2025-11-05,15,5,Friday,No Answer,28
CALL0000945,ACC00392,A003,2024-05-31,17,3,Wednesday,Contacted,537
CALL0000946,ACC00392,A010,2024-01-09,13,3,Wednesday,Busy,26
CALL0000947,ACC00392,A010,2025-06-13,19,6,Saturday,No Answer,22
CALL0000948,ACC00392,A005,2024-05-24,20,6,Saturday,Wrong Number,21
CALL0000949,ACC00393,A010,2025-07-06,12,2,Tuesday,Contacted,208
CALL0000950,ACC00393,A008,2024-09-10,20,7,Sunday,Voicemail,21
CALL0000951,ACC00393,A009,2024-07-03,9,3,Wednesday,Wrong Number,10
CALL0000952,ACC00395,A009,2024-05-27,17,6,Saturday,Wrong Number,19
CALL0000953,ACC00395,A008,2025-06-14,17,3,Wednesday,Wrong Number,30
CALL0000954,ACC00396,A002,2024-10-12,13,2,Tuesday,Voicemail,30
CALL0000955,ACC00396,A010,2024-08-29,12,1,Monday,Busy,23
CALL0000956,ACC00397,A010,2024-08-06,14,6,Saturday,Contacted,366
CALL0000957,ACC00397,A010,2025-03-21,11,3,Wednesday,No Answer,22
CALL0000958,ACC00397,A003,2024-08-01,11,6,Saturday,No Answer,3
CALL0000959,ACC00397,A004,2024-10-12,19,4,Thursday,Wrong Number,19
CALL0000960,ACC00397,A006,2025-03-08,18,5,Friday,Contacted,101
CALL0000961,ACC00398,A008,2025-02-15,10,1,Monday,No Answer,30
CALL0000962,ACC00398,A006,2024-01-29,17,3,Wednesday,Contacted,60
CALL0000963,ACC00399,A004,2024-04-14,14,1,Monday,Contacted,336
CALL0000964,ACC00399,A008,2024-09-11,9,6,Saturday,Busy,25
CALL0000965,ACC00399,A008,2024-03-10,16,4,Thursday,Contacted,335
CALL0000966,ACC00399,A002,2024-12-26,14,6,Saturday,No Answer,4
CALL0000967,ACC00399,A008,2024-08-02,16,1,Monday,Busy,17
CALL0000968,ACC00400,A006,2024-02-18,19,3,Wednesday,Contacted,335
CALL0000969,ACC00400,A006,2025-09-29,19,3,Wednesday,Contacted,267
CALL0000970,ACC00401,A003,2024-10-30,9,7,Sunday,Busy,10
CALL0000971,ACC00401,A010,2024-03-18,20,6,Saturday,Wrong Number,13
CALL0000972,ACC00403,A009,2025-09-20,12,4,Thursday,Voicemail,5
CALL0000973,ACC00403,A001,2025-05-28,19,7,Sunday,Voicemail,14
CALL0000974,ACC00403,A010,2024-12-02,10,2,Tuesday,Busy,26
CALL0000975,ACC00403,A004,2025-07-07,16,6,Saturday,Contacted,201
CALL0000976,ACC00404,A003,2024-01-18,11,3,Wednesday,Wrong Number,9
CALL0000977,ACC00404,A009,2025-03-29,20,5,Friday,Busy,13
CALL0000978,ACC00404,A007,2025-11-10,18,2,Tuesday,Contacted,503
CALL0000979,ACC00405,A004,2024-09-06,10,4,Thursday,Wrong Number,17
CALL0000980,ACC00405,A009,2024-10-02,15,1,Monday,Wrong Number,5
CALL0000981,ACC00405,A004,2024-08-21,18,2,Tuesday,Voicemail,15
CALL0000982,ACC00405,A008,2024-12-16,19,2,Tuesday,Busy,27
CALL0000983,ACC00405,A004,2025-05-26,17,5,Friday,Contacted,368
CALL0000984,ACC00406,A008,2024-12-31,17,3,Wednesday,Contacted,158
CALL0000985,ACC00406,A006,2024-08-13,18,5,Friday,Contacted,593
CALL0000986,ACC00407,A003,2025-04-03,19,1,Monday,Voicemail,1
CALL0000987,ACC00407,A008,2024-12-05,13,2,Tuesday,Busy,18
CALL0000988,ACC00407,A009,2025-04-14,17,2,Tuesday,Contacted,518
CALL0000989,ACC00407,A005,2025-07-04,19,1,Monday,Wrong Number,20
CALL0000990,ACC00408,A010,2025-10-22,15,4,Thursday,Voicemail,12
CALL0000991,ACC00408,A007,2024-01-11,12,7,Sunday,Voicemail,23
CALL0000992,ACC00409,A003,2024-08-21,11,5,Friday,No Answer,30
CALL0000993,ACC00409,A001,2024-10-17,16,3,Wednesday,Wrong Number,0
CALL0000994,ACC00410,A010,2025-03-09,19,2,Tuesday,Voicemail,18
CALL0000995,ACC00410,A007,2025-11-24,19,7,Sunday,No Answer,15
CALL0000996,ACC00410,A003,2024-01-25,17,4,Thursday,Contacted,117
CALL0000997,ACC00411,A002,2024-02-18,11,7,Sunday,No Answer,22
CALL0000998,ACC00411,A003,2024-09-04,18,4,Thursday,Contacted,414
CALL0000999,ACC00411,A009,2025-07-11,11,3,Wednesday,No Answer,10
CALL0001000,ACC00411,A004,2024-03-18,8,5,Friday,Voicemail,26
CALL0001001,ACC00412,A003,2024-10-13,19,2,Tuesday,Contacted,51
CALL0001002,ACC00413,A007,2025-04-05,15,4,Thursday,Voicemail,29
CALL0001003,ACC00413,A006,2025-01-09,16,4,Thursday,Contacted,332
CALL0001004,ACC00413,A006,2025-05-21,13,3,Wednesday,Voicemail,0
CALL0001005,ACC00414,A008,2025-10-26,11,4,Thursday,Contacted,114
CALL0001006,ACC00414,A002,2024-04-27,12,3,Wednesday,Voicemail,28
CALL0001007,ACC00415,A001,2025-10-01,13,2,Tuesday,Voicemail,4
CALL0001008,ACC00415,A002,2025-04-09,19,5,Friday,Busy,24
CALL0001009,ACC00415,A002,2025-02-07,17,1,Monday,Contacted,219
CALL0001010,ACC00416,A004,2025-01-18,15,5,Friday,Contacted,91
CALL0001011,ACC00416,A010,2024-02-11,18,5,Friday,Contacted,424
CALL0001012,ACC00417,A001,2025-04-19,11,4,Thursday,Busy,9
CALL0001013,ACC00417,A002,2024-07-12,18,3,Wednesday,Busy,23
CALL0001014,ACC00417,A003,2024-06-21,18,2,Tuesday,No Answer,23
CALL0001015,ACC00417,A010,2025-08-19,11,5,Friday,Contacted,52
CALL0001016,ACC00418,A003,2024-06-29,18,1,Monday,No Answer,11
CALL0001017,ACC00418,A008,2024-12-28,15,2,Tuesday,No Answer,9
CALL0001018,ACC00419,A005,2024-09-15,9,5,Friday,Busy,10
CALL0001019,ACC00419,A005,2025-02-20,8,4,Thursday,No Answer,6
CALL0001020,ACC00419,A004,2024-08-26,12,4,Thursday,No Answer,6
CALL0001021,ACC00420,A003,2025-09-30,15,2,Tuesday,Wrong Number,2
CALL0001022,ACC00420,A003,2025-05-20,11,5,Friday,Contacted,149
CALL0001023,ACC00420,A002,2024-01-27,18,4,Thursday,Busy,16
CALL0001024,ACC00421,A010,2024-02-10,9,4,Thursday,No Answer,5
CALL0001025,ACC00421,A007,2025-06-22,20,1,Monday,No Answer,18
CALL0001026,ACC00421,A010,2025-11-24,14,5,Friday,Contacted,149
CALL0001027,ACC00421,A002,2024-04-20,17,6,Saturday,Contacted,187
CALL0001028,ACC00421,A008,2025-11-17,11,3,Wednesday,Busy,3
CALL0001029,ACC00422,A005,2024-08-27,18,6,Saturday,Wrong Number,1
CALL0001030,ACC00422,A009,2024-03-11,19,1,Monday,Busy,22
CALL0001031,ACC00422,A001,2025-07-30,9,1,Monday,Wrong Number,9
CALL0001032,ACC00422,A003,2024-11-24,18,1,Monday,Contacted,240
CALL0001033,ACC00422,A006,2024-01-24,18,7,Sunday,Voicemail,18
CALL0001034,ACC00423,A001,2025-05-19,9,6,Saturday,Wrong Number,11
CALL0001035,ACC00423,A003,2025-05-22,15,5,Friday,Contacted,500
CALL0001036,ACC00424,A008,2025-01-21,18,2,Tuesday,Contacted,230
CALL0001037,ACC00425,A008,2025-05-30,18,1,Monday,No Answer,10
CALL0001038,ACC00425,A004,2024-02-01,20,5,Friday,Wrong Number,27
CALL0001039,ACC00425,A010,2024-03-02,15,6,Saturday,Contacted,383
CALL0001040,ACC00425,A010,2025-09-14,12,6,Saturday,Wrong Number,12
CALL0001041,ACC00425,A008,2024-09-08,19,1,Monday,Busy,22
CALL0001042,ACC00426,A001,2025-05-19,10,5,Friday,No Answer,25
CALL0001043,ACC00427,A004,2024-03-08,12,1,Monday,Busy,5
CALL0001044,ACC00427,A009,2024-11-01,11,1,Monday,Voicemail,28
CALL0001045,ACC00427,A003,2025-05-17,12,6,Saturday,Busy,19
CALL0001046,ACC00428,A009,2024-12-09,16,1,Monday,Busy,4
CALL0001047,ACC00429,A009,2024-11-28,19,6,Saturday,Contacted,412
CALL0001048,ACC00429,A010,2024-12-11,18,3,Wednesday,No Answer,6
CALL0001049,ACC00429,A005,2024-04-27,19,7,Sunday,Busy,29
CALL0001050,ACC00429,A009,2025-06-15,19,5,Friday,Contacted,537
CALL0001051,ACC00430,A003,2024-07-30,16,3,Wednesday,Contacted,227
CALL0001052,ACC00430,A008,2024-09-03,16,1,Monday,Wrong Number,8
CALL0001053,ACC00430,A007,2025-01-07,16,3,Wednesday,Voicemail,16
CALL0001054,ACC00431,A007,2024-09-29,10,2,Tuesday,Busy,1
CALL0001055,ACC00431,A007,2024-08-21,10,3,Wednesday,Wrong Number,15
CALL0001056,ACC00431,A002,2024-02-08,10,3,Wednesday,Contacted,555
CALL0001057,ACC00432,A005,2024-10-02,12,1,Monday,No Answer,22
CALL0001058,ACC00433,A005,2025-01-23,19,1,Monday,No Answer,3
CALL0001059,ACC00433,A009,2025-01-30,19,6,Saturday,No Answer,2
CALL0001060,ACC00433,A006,2025-09-14,10,5,Friday,Contacted,370
CALL0001061,ACC00434,A007,2025-10-07,12,7,Sunday,Busy,23
CALL0001062,ACC00434,A008,2025-05-27,20,3,Wednesday,Busy,15
CALL0001063,ACC00435,A006,2024-09-30,18,2,Tuesday,Voicemail,20
